Age,Gender,Marital Status,Occupation,Vehicle Age,Vehicle,Property Value,Zip Code,Claim History,Coverage Type,Premium
60,Male,Widowed,Driver,5,Honda Accord,429477,TQ2 5HB,Yes,Liability-only,3660
61,Female,Divorced,Driver,2,BMW X5,651616,M1 1AA,Yes,Collision,7856
41,Male,Widowed,Sales Associate,7,Hyundai Elantra,380487,MK9 1AN,No,Liability-only,7089
42,Female,Divorced,Sales Associate,13,Toyota Corolla,617119,E1 6AN,No,Liability-only,6318
24,Female,Married,IT Professional,15,Toyota Camry,399434,BD1 3EB,No,Collision,3552
23,Male,Married,Lawyer,3,BMW X5,487819,MK9 1AN,Yes,Collision,4611
41,Male,Single,Retired,5,Toyota Corolla,330926,E1 6AN,No,Collision,9062
50,Male,Married,Retired,8,Buick Encore,650638,M1 1AA,No,Comprehensive,2040
46,Female,Married,Driver,1,Toyota Camry,406349,BS2 8JD,No,Liability-only,9506
60,Male,Single,Student,8,Tesla Model S,560749,M1 1AA,Yes,Comprehensive,8603
39,Female,Widowed,Driver,18,Buick Encore,459091,CV1 2WT,Yes,Liability-only,5172
43,Male,Divorced,Sales Associate,16,Honda Accord,571172,E1 6AN,No,Liability-only,3946
45,Male,Divorced,IT Professional,18,Nissan Altima,601813,DN1 1QR,No,Comprehensive,4236
38,Female,Widowed,Driver,12,Honda Accord,379685,E1 6AN,Yes,Comprehensive,4680
24,Female,Single,Small Business Owner,13,Hyundai Elantra,477608,E1 6AN,Yes,Liability-only,5807
34,Male,Widowed,Student,13,Toyota Corolla,285024,CV1 2WT,No,Collision,2537
37,Female,Married,Small Business Owner,10,Nissan Altima,333273,M1 1AA,Yes,Collision,4872
58,Female,Single,IT Professional,7,Toyota Camry,274444,OL4 1ES,No,Collision,2867
37,Female,Single,IT Professional,14,Toyota Camry,524319,BD1 3EB,No,Collision,2161
39,Female,Single,Nurse,16,Buick Encore,454604,MK9 1AN,Yes,Liability-only,4920
45,Female,Divorced,Teacher,15,Hyundai Elantra,303868,TQ2 5HB,No,Collision,6693
57,Male,Widowed,Small Business Owner,12,Tesla Model S,312818,PE1 1HA,No,Collision,4882
24,Male,Single,Nurse,9,BMW X5,630001,MK9 1AN,Yes,Collision,8738
18,Female,Single,Sales Associate,8,BMW X5,150015,MK9 1AN,No,Liability-only,9456
49,Male,Single,Engineer,18,Nissan Altima,307029,TQ2 5HB,Yes,Comprehensive,7331
30,Male,Widowed,Student,18,Hyundai Elantra,695580,BD1 3EB,No,Collision,6182
47,Female,Divorced,Engineer,13,Hyundai Elantra,534838,TQ2 5HB,No,Liability-only,2526
40,Male,Married,Lawyer,18,Toyota Camry,312948,E1 6AN,Yes,Liability-only,9131
36,Female,Divorced,Sales Associate,15,Tesla Model S,197046,BS2 8JD,Yes,Collision,5394
49,Female,Single,Sales Associate,4,Toyota Corolla,689105,CV1 2WT,Yes,Comprehensive,2158
47,Male,Divorced,Engineer,17,Tesla Model S,159759,DN1 1QR,Yes,Comprehensive,5367
46,Female,Divorced,Small Business Owner,5,Ford F-150,329504,OL4 1ES,Yes,Comprehensive,5630
62,Female,Married,Teacher,16,Hyundai Elantra,418556,AL1 3NJ,Yes,Liability-only,4513
46,Female,Widowed,Small Business Owner,9,Honda Accord,600973,OL4 1ES,No,Collision,2144
47,Female,Widowed,Engineer,10,Audi Q5,432648,PE1 1HA,Yes,Collision,1068
33,Female,Divorced,Lawyer,18,Hyundai Elantra,520644,BD1 3EB,No,Liability-only,4717
57,Male,Divorced,Small Business Owner,17,Nissan Altima,420651,E1 6AN,Yes,Collision,5723
36,Male,Widowed,Retired,18,Honda Accord,171050,SE1 8DP,No,Collision,5213
35,Female,Widowed,Small Business Owner,7,Nissan Altima,548036,AL1 3NJ,No,Comprehensive,7413
18,Female,Married,IT Professional,4,Buick Encore,636383,E1 6AN,Yes,Collision,4466
31,Male,Single,Nurse,5,Audi Q5,250153,CV1 2WT,No,Collision,4026
64,Female,Divorced,Student,16,Audi Q5,381329,AL1 3NJ,No,Liability-only,7998
19,Male,Widowed,Small Business Owner,3,Toyota Camry,588715,PE1 1HA,No,Liability-only,3747
45,Female,Divorced,Teacher,18,Hyundai Elantra,287912,SE1 8DP,Yes,Comprehensive,8271
47,Female,Divorced,Teacher,14,Toyota Camry,646586,M1 1AA,Yes,Liability-only,7171
55,Female,Widowed,Small Business Owner,15,BMW X5,535327,M1 1AA,No,Comprehensive,4855
21,Female,Married,Driver,17,Nissan Altima,478443,M1 1AA,Yes,Comprehensive,9753
18,Female,Divorced,Sales Associate,1,Ford F-150,189023,BS2 8JD,Yes,Collision,3203
25,Female,Married,Small Business Owner,17,Ford F-150,331101,M1 1AA,No,Comprehensive,4419
46,Female,Widowed,Sales Associate,11,BMW X5,452085,CW1 2BB,No,Collision,2144
56,Male,Single,Retired,17,Buick Encore,597166,AL1 3NJ,Yes,Comprehensive,3699
20,Male,Single,Engineer,14,Ford F-150,226054,DN1 1QR,Yes,Liability-only,1560
49,Male,Divorced,Retired,19,Nissan Altima,477507,SE1 8DP,Yes,Liability-only,2187
27,Female,Widowed,Small Business Owner,7,Ford F-150,651772,CV1 2WT,No,Liability-only,4133
27,Female,Married,Teacher,13,BMW X5,641112,CW1 2BB,Yes,Comprehensive,4411
36,Female,Divorced,Driver,18,Honda Accord,309245,CW1 2BB,Yes,Comprehensive,2689
63,Female,Widowed,Lawyer,14,Toyota Camry,552611,MK9 1AN,Yes,Collision,5407
51,Female,Widowed,Sales Associate,1,Toyota Corolla,391443,SW1A 1AA,No,Collision,3423
50,Female,Married,Nurse,7,Nissan Altima,627959,SE1 8DP,No,Collision,2369
40,Female,Divorced,Sales Associate,8,Toyota Camry,253591,SW1A 1AA,No,Collision,7007
45,Male,Widowed,IT Professional,18,Audi Q5,399045,MK9 1AN,Yes,Comprehensive,7728
49,Female,Widowed,Student,9,Tesla Model S,212583,TQ2 5HB,Yes,Comprehensive,9772
24,Male,Widowed,Small Business Owner,1,Ford F-150,405931,DN1 1QR,No,Collision,1976
46,Male,Married,Retired,17,Ford F-150,309996,CV1 2WT,Yes,Comprehensive,5272
25,Female,Divorced,Nurse,19,Buick Encore,616185,AL1 3NJ,Yes,Comprehensive,7497
18,Female,Divorced,Teacher,6,Toyota Camry,442248,TQ2 5HB,Yes,Comprehensive,1118
20,Male,Divorced,Teacher,3,Tesla Model S,415808,BD1 3EB,No,Comprehensive,2542
41,Male,Divorced,Teacher,5,Ford F-150,604377,E1 6AN,Yes,Collision,5862
40,Female,Single,Lawyer,2,Audi Q5,351664,DN1 1QR,Yes,Collision,4043
25,Female,Single,IT Professional,4,Buick Encore,445043,DN1 1QR,No,Comprehensive,1972
64,Male,Divorced,Teacher,10,Toyota Camry,691529,BD1 3EB,Yes,Liability-only,1915
54,Female,Married,Teacher,10,Buick Encore,355320,PE1 1HA,No,Collision,7621
20,Female,Single,Small Business Owner,11,Toyota Camry,181346,SE1 8DP,Yes,Collision,1586
50,Female,Widowed,IT Professional,16,Hyundai Elantra,516595,DN1 1QR,No,Liability-only,9542
45,Male,Single,Driver,17,Hyundai Elantra,585436,BD1 3EB,No,Collision,6625
64,Male,Widowed,Driver,16,BMW X5,299014,DN1 1QR,Yes,Liability-only,8354
25,Male,Divorced,IT Professional,7,Nissan Altima,152016,TQ2 5HB,Yes,Liability-only,5591
51,Female,Single,Student,16,Buick Encore,673195,BD1 3EB,No,Comprehensive,3562
52,Female,Married,Lawyer,3,BMW X5,681562,TQ2 5HB,Yes,Collision,7839
49,Male,Single,Nurse,16,Buick Encore,165748,TQ2 5HB,No,Liability-only,9464
41,Male,Single,Sales Associate,8,Ford F-150,563391,BD1 3EB,Yes,Comprehensive,3927
31,Male,Single,Small Business Owner,12,Toyota Corolla,647926,DN1 1QR,Yes,Collision,7195
49,Female,Divorced,Engineer,3,Buick Encore,686114,MK9 1AN,Yes,Comprehensive,7276
63,Male,Married,Driver,17,Ford F-150,577345,M1 1AA,Yes,Comprehensive,5290
60,Male,Single,IT Professional,18,Tesla Model S,351081,OL4 1ES,No,Liability-only,6882
33,Female,Married,Nurse,11,Hyundai Elantra,566706,BD1 3EB,No,Collision,7446
21,Female,Divorced,IT Professional,4,BMW X5,322507,E1 6AN,Yes,Comprehensive,6167
54,Female,Widowed,Sales Associate,16,Toyota Corolla,670140,SE1 8DP,Yes,Liability-only,2522
38,Male,Single,Nurse,17,Audi Q5,373023,PE1 1HA,Yes,Liability-only,1561
31,Female,Married,Driver,9,Hyundai Elantra,495250,OL4 1ES,Yes,Comprehensive,4540
48,Female,Married,Teacher,6,BMW X5,466782,BS2 8JD,Yes,Comprehensive,2479
35,Male,Divorced,IT Professional,2,Toyota Corolla,219072,E1 6AN,No,Liability-only,7677
24,Female,Single,Engineer,9,Audi Q5,217309,E1 6AN,No,Comprehensive,2205
27,Male,Widowed,Driver,6,Honda Accord,310966,M1 1AA,Yes,Comprehensive,7660
24,Male,Married,Retired,3,Ford F-150,651775,MK9 1AN,No,Collision,9848
50,Female,Single,Engineer,6,Honda Accord,536868,M1 1AA,No,Liability-only,1589
40,Female,Widowed,Student,7,Ford F-150,335639,SE1 8DP,Yes,Comprehensive,5326
38,Female,Married,Lawyer,1,Toyota Camry,533556,E1 6AN,No,Liability-only,5904
36,Female,Married,Driver,1,Nissan Altima,568810,CV1 2WT,No,Collision,7421
36,Female,Widowed,Teacher,5,Toyota Corolla,454893,CV1 2WT,No,Liability-only,4759
53,Female,Widowed,Driver,6,Honda Accord,401749,SW1A 1AA,No,Liability-only,9939
46,Male,Divorced,Sales Associate,13,Nissan Altima,687717,MK9 1AN,Yes,Liability-only,9655
35,Male,Single,Nurse,2,Toyota Corolla,419284,SE1 8DP,No,Collision,9945
19,Female,Single,IT Professional,15,BMW X5,475370,BD1 3EB,No,Collision,6936
18,Male,Divorced,Nurse,15,Toyota Camry,558117,CW1 2BB,No,Liability-only,9774
64,Female,Married,Nurse,13,BMW X5,432635,BS2 8JD,Yes,Liability-only,3205
22,Male,Widowed,Driver,14,Ford F-150,349888,DN1 1QR,No,Collision,5114
37,Male,Widowed,Sales Associate,7,Nissan Altima,316052,PE1 1HA,No,Comprehensive,5027
28,Male,Widowed,IT Professional,14,Toyota Corolla,656733,M1 1AA,No,Collision,5816
59,Female,Married,IT Professional,10,Buick Encore,376597,MK9 1AN,Yes,Liability-only,8188
19,Male,Widowed,Nurse,17,Nissan Altima,158078,PE1 1HA,Yes,Comprehensive,3808
20,Female,Widowed,Student,14,Tesla Model S,279101,CW1 2BB,Yes,Comprehensive,4603
40,Male,Divorced,Lawyer,8,Audi Q5,632737,TQ2 5HB,Yes,Comprehensive,4913
29,Male,Married,Sales Associate,4,Honda Accord,591920,AL1 3NJ,Yes,Collision,2419
37,Male,Single,Student,16,Toyota Corolla,691285,SW1A 1AA,No,Collision,3167
22,Male,Divorced,Small Business Owner,13,Hyundai Elantra,623026,SE1 8DP,Yes,Collision,3144
54,Male,Divorced,Small Business Owner,18,Hyundai Elantra,658715,BD1 3EB,No,Collision,3167
55,Female,Single,Engineer,14,Audi Q5,569614,SW1A 1AA,Yes,Liability-only,6891
47,Female,Divorced,Nurse,18,Ford F-150,362650,OL4 1ES,Yes,Comprehensive,7536
26,Male,Married,IT Professional,5,Nissan Altima,509500,BD1 3EB,Yes,Liability-only,2166
51,Male,Widowed,Driver,9,Nissan Altima,525855,E1 6AN,No,Collision,4575
61,Male,Married,IT Professional,3,Hyundai Elantra,301633,SW1A 1AA,No,Collision,3841
52,Male,Single,IT Professional,8,Nissan Altima,184512,BD1 3EB,No,Liability-only,2870
39,Female,Single,Teacher,10,Audi Q5,375226,SW1A 1AA,Yes,Comprehensive,3886
61,Male,Divorced,IT Professional,19,Nissan Altima,358467,E1 6AN,Yes,Comprehensive,1159
41,Female,Married,Engineer,3,Ford F-150,614175,PE1 1HA,Yes,Collision,8243
34,Male,Married,Student,11,Honda Accord,267363,SW1A 1AA,Yes,Collision,4763
27,Female,Single,Small Business Owner,11,Tesla Model S,462809,SW1A 1AA,Yes,Collision,2055
47,Male,Married,IT Professional,17,Honda Accord,331675,DN1 1QR,Yes,Collision,1333
63,Male,Single,IT Professional,16,Tesla Model S,302110,TQ2 5HB,No,Comprehensive,4596
40,Female,Married,Teacher,7,Buick Encore,639562,DN1 1QR,No,Liability-only,8607
49,Male,Married,Sales Associate,4,Honda Accord,316964,AL1 3NJ,Yes,Comprehensive,2362
34,Male,Married,Driver,19,Audi Q5,544969,M1 1AA,No,Liability-only,1925
34,Male,Single,Sales Associate,12,Toyota Camry,266737,DN1 1QR,No,Collision,6519
31,Female,Divorced,Driver,15,Buick Encore,606036,AL1 3NJ,No,Collision,3443
26,Male,Married,Lawyer,11,Tesla Model S,412968,SW1A 1AA,Yes,Liability-only,4980
57,Male,Single,IT Professional,5,Tesla Model S,557096,E1 6AN,Yes,Collision,8260
19,Female,Single,Teacher,5,Buick Encore,478761,DN1 1QR,Yes,Comprehensive,2419
62,Female,Married,Retired,15,Tesla Model S,423661,OL4 1ES,Yes,Collision,1059
42,Female,Married,Nurse,18,Toyota Corolla,560092,SW1A 1AA,No,Collision,3524
56,Male,Divorced,Small Business Owner,11,Toyota Camry,515212,CW1 2BB,Yes,Collision,4797
26,Male,Single,Student,12,Audi Q5,617018,PE1 1HA,Yes,Collision,2578
39,Male,Single,Small Business Owner,2,Toyota Corolla,629818,PE1 1HA,Yes,Comprehensive,8201
60,Female,Widowed,Student,15,Tesla Model S,359485,TQ2 5HB,No,Liability-only,1707
63,Male,Single,Lawyer,4,Honda Accord,422126,BD1 3EB,No,Collision,9165
21,Male,Divorced,Sales Associate,18,Toyota Corolla,569814,M1 1AA,No,Collision,6277
43,Female,Widowed,Engineer,6,Honda Accord,295711,BD1 3EB,No,Comprehensive,2780
46,Female,Widowed,IT Professional,19,Buick Encore,159695,BD1 3EB,No,Comprehensive,3413
62,Female,Widowed,Retired,11,Nissan Altima,198582,MK9 1AN,Yes,Comprehensive,8750
51,Female,Married,Student,2,BMW X5,443238,E1 6AN,No,Collision,3161
40,Female,Married,Nurse,8,Tesla Model S,434331,CW1 2BB,No,Liability-only,9800
54,Male,Single,Student,11,BMW X5,669382,M1 1AA,Yes,Comprehensive,1308
28,Female,Widowed,Engineer,5,Toyota Camry,297049,BD1 3EB,Yes,Comprehensive,6439
23,Male,Divorced,Small Business Owner,18,Honda Accord,588055,SW1A 1AA,Yes,Comprehensive,5307
35,Male,Married,Teacher,18,Toyota Corolla,601090,TQ2 5HB,No,Liability-only,3364
38,Female,Divorced,Small Business Owner,14,BMW X5,513584,TQ2 5HB,Yes,Collision,1184
59,Female,Divorced,Lawyer,10,Ford F-150,385994,PE1 1HA,No,Collision,6324
53,Female,Married,Teacher,3,Tesla Model S,354573,BD1 3EB,Yes,Collision,6483
58,Male,Married,Small Business Owner,9,BMW X5,210481,TQ2 5HB,No,Comprehensive,1245
55,Female,Married,Nurse,3,Toyota Corolla,439884,BS2 8JD,No,Collision,9430
51,Female,Married,Small Business Owner,11,Toyota Corolla,646733,SE1 8DP,No,Comprehensive,9183
34,Female,Widowed,Nurse,12,Toyota Camry,424025,DN1 1QR,No,Liability-only,6924
54,Female,Widowed,Nurse,12,Hyundai Elantra,449140,PE1 1HA,Yes,Liability-only,1519
42,Female,Widowed,Teacher,3,Audi Q5,216126,BS2 8JD,Yes,Collision,4907
55,Male,Widowed,Sales Associate,7,Ford F-150,468675,SE1 8DP,No,Comprehensive,1276
29,Male,Single,Driver,14,BMW X5,176119,OL4 1ES,Yes,Comprehensive,6101
40,Male,Widowed,IT Professional,11,Audi Q5,266894,BS2 8JD,No,Collision,9797
59,Female,Married,Student,7,Ford F-150,308987,SW1A 1AA,Yes,Liability-only,5573
39,Female,Divorced,Driver,10,Hyundai Elantra,545924,E1 6AN,Yes,Liability-only,5603
38,Female,Widowed,Engineer,11,BMW X5,581965,OL4 1ES,No,Liability-only,5053
44,Male,Single,Sales Associate,15,Ford F-150,194989,CV1 2WT,No,Liability-only,7812
48,Female,Married,Driver,19,Audi Q5,156553,M1 1AA,Yes,Liability-only,7073
23,Female,Divorced,Teacher,16,Honda Accord,692169,PE1 1HA,No,Collision,1141
44,Female,Divorced,Engineer,12,Toyota Corolla,151379,CV1 2WT,Yes,Collision,2717
57,Male,Widowed,Retired,18,Nissan Altima,502935,PE1 1HA,Yes,Collision,8313
51,Female,Divorced,Sales Associate,13,Buick Encore,517808,TQ2 5HB,Yes,Liability-only,6714
29,Male,Widowed,Driver,5,Tesla Model S,219306,SW1A 1AA,No,Liability-only,1399
62,Female,Widowed,Engineer,4,Nissan Altima,562942,M1 1AA,No,Collision,5763
24,Male,Married,Retired,14,BMW X5,393825,M1 1AA,Yes,Collision,7255
27,Male,Married,Small Business Owner,8,BMW X5,577530,DN1 1QR,No,Liability-only,1238
62,Male,Single,Engineer,9,Ford F-150,661030,TQ2 5HB,No,Comprehensive,4215
34,Female,Married,Teacher,19,Toyota Corolla,428494,PE1 1HA,Yes,Collision,8541
43,Female,Married,Small Business Owner,3,Hyundai Elantra,650395,M1 1AA,No,Liability-only,4647
38,Male,Widowed,Teacher,5,Toyota Camry,249599,BS2 8JD,No,Liability-only,6408
45,Male,Married,Driver,18,Ford F-150,491653,TQ2 5HB,Yes,Collision,7340
63,Female,Widowed,IT Professional,1,Toyota Camry,692057,AL1 3NJ,No,Comprehensive,3429
19,Female,Widowed,Driver,8,Buick Encore,458509,CW1 2BB,Yes,Liability-only,4652
60,Male,Married,Small Business Owner,19,Audi Q5,462329,DN1 1QR,No,Collision,7307
18,Female,Single,Nurse,17,Ford F-150,276525,MK9 1AN,No,Liability-only,6140
53,Female,Single,Driver,17,Buick Encore,544836,PE1 1HA,Yes,Liability-only,3878
43,Female,Divorced,Small Business Owner,11,Tesla Model S,169589,TQ2 5HB,Yes,Liability-only,2535
46,Female,Divorced,Engineer,2,Ford F-150,415026,CV1 2WT,No,Liability-only,9727
38,Male,Married,Lawyer,6,Toyota Corolla,330394,CV1 2WT,Yes,Comprehensive,7254
28,Female,Single,Driver,14,Toyota Corolla,567740,M1 1AA,Yes,Collision,1948
57,Female,Widowed,Engineer,3,BMW X5,165861,SW1A 1AA,No,Collision,4941
28,Male,Divorced,Teacher,12,Tesla Model S,466405,PE1 1HA,Yes,Collision,7603
53,Male,Widowed,Sales Associate,4,BMW X5,486279,AL1 3NJ,No,Collision,9625
56,Female,Divorced,IT Professional,12,Toyota Camry,370421,AL1 3NJ,No,Collision,2403
57,Female,Married,Teacher,13,Nissan Altima,394497,CW1 2BB,Yes,Comprehensive,8819
52,Female,Single,Teacher,2,Hyundai Elantra,572757,BS2 8JD,No,Liability-only,4511
51,Female,Divorced,Small Business Owner,2,Tesla Model S,194397,CW1 2BB,Yes,Liability-only,3935
64,Male,Single,Nurse,15,Audi Q5,570669,E1 6AN,No,Collision,5878
41,Male,Widowed,Student,17,Hyundai Elantra,605561,SW1A 1AA,Yes,Liability-only,8506
39,Male,Married,Lawyer,7,Hyundai Elantra,556122,CV1 2WT,Yes,Liability-only,8591
22,Female,Single,Nurse,14,Honda Accord,427132,AL1 3NJ,No,Liability-only,6060
50,Female,Married,Small Business Owner,12,Ford F-150,308795,M1 1AA,Yes,Collision,4333
53,Female,Single,IT Professional,17,Audi Q5,308502,AL1 3NJ,Yes,Collision,2602
64,Female,Widowed,Lawyer,14,Tesla Model S,575751,AL1 3NJ,Yes,Comprehensive,9420
37,Male,Widowed,Lawyer,6,BMW X5,349548,SE1 8DP,No,Collision,3196
36,Male,Married,Small Business Owner,19,Toyota Camry,407653,CV1 2WT,No,Comprehensive,1110
52,Female,Widowed,Retired,6,Ford F-150,194420,E1 6AN,Yes,Collision,7023
60,Male,Divorced,Teacher,18,Honda Accord,615713,CW1 2BB,Yes,Liability-only,5159
34,Female,Single,Sales Associate,5,Toyota Camry,583714,E1 6AN,No,Comprehensive,4867
62,Female,Widowed,Retired,6,Tesla Model S,347241,SE1 8DP,No,Comprehensive,8641
60,Male,Divorced,Small Business Owner,2,Nissan Altima,399863,BS2 8JD,No,Comprehensive,6004
51,Female,Married,Retired,8,Hyundai Elantra,175968,SW1A 1AA,Yes,Collision,9204
26,Female,Divorced,Sales Associate,15,Honda Accord,212508,E1 6AN,No,Comprehensive,8077
43,Male,Married,Small Business Owner,15,Toyota Camry,525579,AL1 3NJ,Yes,Collision,4261
19,Female,Married,Small Business Owner,11,BMW X5,235366,DN1 1QR,No,Comprehensive,1662
26,Female,Single,Lawyer,1,Honda Accord,680026,OL4 1ES,Yes,Collision,9885
26,Male,Single,Retired,18,Toyota Camry,153098,PE1 1HA,No,Comprehensive,4390
57,Female,Divorced,Engineer,12,Honda Accord,245424,E1 6AN,Yes,Liability-only,4018
34,Male,Single,Driver,12,BMW X5,450388,SW1A 1AA,No,Liability-only,2902
18,Female,Single,Small Business Owner,11,BMW X5,275349,PE1 1HA,No,Comprehensive,5171
42,Male,Single,Retired,8,Audi Q5,351495,SW1A 1AA,Yes,Collision,1328
60,Male,Divorced,Student,7,Toyota Corolla,267286,SE1 8DP,No,Collision,7295
57,Male,Widowed,IT Professional,2,Hyundai Elantra,225028,E1 6AN,No,Collision,4846
59,Female,Single,Student,11,Ford F-150,188575,TQ2 5HB,No,Liability-only,1224
42,Male,Single,Retired,10,Ford F-150,677480,E1 6AN,No,Liability-only,3520
56,Male,Divorced,Teacher,3,Tesla Model S,598484,BD1 3EB,Yes,Liability-only,9064
52,Male,Widowed,Teacher,10,Buick Encore,269783,AL1 3NJ,Yes,Collision,4714
20,Male,Single,Retired,18,Tesla Model S,311554,SW1A 1AA,No,Collision,3407
54,Male,Married,Lawyer,14,Buick Encore,329300,M1 1AA,Yes,Collision,7683
61,Female,Divorced,Lawyer,18,Honda Accord,200126,PE1 1HA,Yes,Comprehensive,1810
61,Female,Single,Small Business Owner,8,Buick Encore,205114,MK9 1AN,Yes,Comprehensive,7752
47,Female,Single,Sales Associate,10,Toyota Corolla,505884,BS2 8JD,Yes,Comprehensive,4117
55,Female,Married,Driver,13,Toyota Corolla,356422,BD1 3EB,Yes,Liability-only,5773
51,Female,Married,Small Business Owner,8,Hyundai Elantra,271284,AL1 3NJ,No,Liability-only,4290
29,Female,Divorced,Student,4,Toyota Camry,464626,SE1 8DP,Yes,Collision,3251
36,Female,Divorced,Driver,4,Ford F-150,344469,PE1 1HA,No,Comprehensive,5661
54,Male,Married,Student,5,Hyundai Elantra,292290,CW1 2BB,Yes,Collision,5606
61,Female,Divorced,Lawyer,1,Toyota Corolla,483735,SE1 8DP,No,Comprehensive,7421
34,Male,Married,Retired,17,Toyota Camry,332615,TQ2 5HB,No,Comprehensive,4052
27,Male,Single,Sales Associate,2,Tesla Model S,454144,M1 1AA,No,Collision,9207
64,Female,Married,Student,8,Ford F-150,500891,MK9 1AN,Yes,Collision,5451
29,Male,Married,Lawyer,7,Audi Q5,311686,PE1 1HA,Yes,Comprehensive,5925
33,Male,Widowed,Sales Associate,15,Ford F-150,691889,MK9 1AN,No,Comprehensive,3646
41,Male,Married,Small Business Owner,5,Honda Accord,535398,SE1 8DP,No,Liability-only,3906
36,Male,Married,Retired,2,Nissan Altima,610828,BD1 3EB,Yes,Collision,2746
25,Female,Widowed,IT Professional,7,Ford F-150,531148,SE1 8DP,Yes,Collision,5309
48,Female,Divorced,Teacher,8,Toyota Corolla,440144,M1 1AA,No,Collision,1448
38,Female,Widowed,Nurse,7,Honda Accord,280439,M1 1AA,Yes,Collision,4012
34,Female,Single,Sales Associate,7,BMW X5,389691,OL4 1ES,Yes,Comprehensive,2568
40,Female,Widowed,IT Professional,14,Buick Encore,269277,DN1 1QR,Yes,Liability-only,4491
54,Female,Single,IT Professional,18,Tesla Model S,442527,E1 6AN,Yes,Collision,8310
33,Female,Divorced,Sales Associate,6,Audi Q5,292857,CW1 2BB,Yes,Comprehensive,7883
23,Female,Widowed,IT Professional,4,Tesla Model S,525982,CW1 2BB,Yes,Comprehensive,6984
25,Female,Widowed,Student,10,BMW X5,679129,BD1 3EB,No,Comprehensive,8088
42,Female,Divorced,IT Professional,18,Nissan Altima,247204,M1 1AA,No,Comprehensive,5768
35,Male,Single,Lawyer,12,Ford F-150,210155,OL4 1ES,No,Comprehensive,2064
42,Female,Widowed,Driver,16,Hyundai Elantra,468457,AL1 3NJ,No,Collision,4821
29,Male,Single,Student,7,Honda Accord,667953,OL4 1ES,No,Collision,9759
32,Male,Widowed,IT Professional,6,Audi Q5,668985,BS2 8JD,No,Liability-only,2436
43,Male,Married,Small Business Owner,5,BMW X5,298515,SE1 8DP,Yes,Collision,7097
58,Male,Widowed,Teacher,3,Nissan Altima,575466,E1 6AN,Yes,Comprehensive,3483
62,Female,Divorced,Retired,12,Tesla Model S,282994,DN1 1QR,No,Liability-only,8719
43,Male,Divorced,IT Professional,15,BMW X5,254405,OL4 1ES,No,Comprehensive,5800
64,Female,Single,Engineer,10,Audi Q5,676761,SE1 8DP,No,Comprehensive,7382
49,Female,Widowed,Teacher,19,Audi Q5,394826,E1 6AN,Yes,Collision,5829
27,Male,Single,Small Business Owner,16,Nissan Altima,403856,MK9 1AN,Yes,Comprehensive,7153
33,Female,Single,Lawyer,11,Tesla Model S,669637,PE1 1HA,Yes,Collision,3794
24,Male,Married,IT Professional,8,Toyota Corolla,575426,DN1 1QR,Yes,Comprehensive,8612
34,Male,Married,Lawyer,3,Audi Q5,477660,DN1 1QR,No,Liability-only,2097
40,Female,Divorced,IT Professional,7,Honda Accord,204604,BS2 8JD,No,Comprehensive,2638
43,Female,Single,Nurse,7,Honda Accord,658410,MK9 1AN,No,Collision,9455
38,Male,Divorced,Driver,14,Buick Encore,154889,DN1 1QR,No,Comprehensive,1160
39,Female,Widowed,Lawyer,2,Tesla Model S,387230,TQ2 5HB,Yes,Collision,6906
24,Female,Single,Driver,10,BMW X5,386139,BS2 8JD,Yes,Collision,9502
31,Female,Single,Teacher,19,Honda Accord,239882,TQ2 5HB,No,Liability-only,9418
32,Male,Widowed,Nurse,9,Nissan Altima,450102,DN1 1QR,Yes,Collision,9464
24,Male,Widowed,Retired,16,BMW X5,417825,M1 1AA,Yes,Liability-only,8081
26,Female,Divorced,Student,19,Tesla Model S,251982,DN1 1QR,Yes,Liability-only,5412
25,Female,Divorced,Driver,18,Nissan Altima,196870,SW1A 1AA,Yes,Comprehensive,4157
40,Female,Widowed,Nurse,9,Ford F-150,363328,BS2 8JD,No,Liability-only,3338
46,Female,Divorced,Driver,16,Toyota Camry,309224,SW1A 1AA,Yes,Collision,6588
35,Female,Widowed,Sales Associate,13,Honda Accord,338691,PE1 1HA,No,Collision,2601
48,Male,Single,Small Business Owner,10,Honda Accord,685505,M1 1AA,Yes,Liability-only,6888
47,Female,Single,Retired,14,Buick Encore,460495,MK9 1AN,Yes,Comprehensive,4718
56,Male,Married,Small Business Owner,12,Toyota Corolla,563870,CV1 2WT,No,Liability-only,6546
52,Female,Single,IT Professional,19,Buick Encore,342386,AL1 3NJ,No,Liability-only,2925
35,Male,Widowed,Driver,7,Tesla Model S,413552,BD1 3EB,Yes,Collision,9758
59,Female,Divorced,IT Professional,15,Buick Encore,671817,SE1 8DP,Yes,Comprehensive,3915
56,Male,Married,Engineer,16,Toyota Corolla,257042,AL1 3NJ,No,Comprehensive,7898
34,Female,Divorced,Driver,8,Toyota Corolla,331644,AL1 3NJ,Yes,Comprehensive,9443
31,Male,Widowed,Nurse,10,Audi Q5,644897,DN1 1QR,Yes,Comprehensive,6652
48,Male,Single,Retired,4,Audi Q5,534333,CW1 2BB,No,Collision,4501
41,Male,Married,IT Professional,19,Toyota Camry,219634,OL4 1ES,Yes,Comprehensive,8274
52,Male,Widowed,Driver,19,Nissan Altima,529570,BS2 8JD,Yes,Comprehensive,2602
